title,link,author,published_in
What We Know About the Lost Families of —— House,https://www.lightspeedmagazine.com/fiction/know-lost-families-house/,Christopher Barzak,Sept. 2016
The Wilderness Within,https://www.lightspeedmagazine.com/fiction/the-wilderness-within/,Tim Pratt,Sept. 2016
Crocodile Tears,https://www.lightspeedmagazine.com/fiction/crocodile-tears/,Jaymee Goh,Sept. 2016
"See The Unseeable, Know The Unknowable",https://www.lightspeedmagazine.com/fiction/see-unseeable-know-unknowable/,Maria Dahvana Headley,Sept. 2016
The Siren Son,https://www.lightspeedmagazine.com/fiction/the-siren-son/,Tristina Wright,Aug. 2016
The Red Piano,https://www.lightspeedmagazine.com/fiction/the-red-piano/,Delia Sherman,Aug. 2016
The Assassin’s Secret,https://www.lightspeedmagazine.com/fiction/the-assassins-secret/,Adam-Troy Castro,Aug. 2016
Trip Trap,https://www.lightspeedmagazine.com/fiction/trip-trap/,Kevin J. Anderson,Aug. 2016
The Child Support of Cromdor The Condemned,https://www.lightspeedmagazine.com/fiction/child-support-cromdor-condemned/,Spencer Ellsworth,Jul. 2016
Finding Home,https://www.lightspeedmagazine.com/fiction/finding-home/,Merc Fenn Wolfmoor,Jul. 2016
Some Pebbles in the Palm,https://www.lightspeedmagazine.com/fiction/some-pebbles-in-the-palm/,Kenneth Schneyer,Jul. 2016
Magnifica Angelica Superable,https://www.lightspeedmagazine.com/fiction/magnifica-angelica-superable/,Rochita Loenen-Ruiz,Jul. 2016
Wednesday’s Story,https://www.lightspeedmagazine.com/fiction/wednesdays-story/,Wole Talabi,May 2016
Hungerford Bridge,https://www.lightspeedmagazine.com/fiction/hungerford-bridge/,Elizabeth Hand,May 2016
"The Jaws That Bite, The Claws That Catch",https://www.lightspeedmagazine.com/fiction/jaws-bite-claws-catch/,Seanan McGuire,May 2016
North Over Empty Space,https://www.lightspeedmagazine.com/fiction/north-empty-space/,Tim Pratt,May 2016
Of Metal Men and Scarlet Thread and Dancing with the Sunrise,https://www.lightspeedmagazine.com/fiction/metal-men-scarlet-thread-dancing-sunrise/,Ken Scholes,Apr. 2016
"Lily, with Clouds",https://www.lightspeedmagazine.com/fiction/lily-with-clouds/,Theodora Goss,Apr. 2016
Dragon Brides,https://www.lightspeedmagazine.com/fiction/dragon-brides/,Nghi Vo,Apr. 2016
The Knobby Giraffe,https://www.lightspeedmagazine.com/fiction/the-knobby-giraffe/,Rudy Rucker,Apr. 2016
Michael Doesn’t Hate His Mother,https://www.lightspeedmagazine.com/fiction/michael-doesnt-hate-his-mother/,Marie Vibbert,Mar. 2016
Rat-Catcher,https://www.lightspeedmagazine.com/fiction/rat-catcher/,Seanan McGuire,Mar. 2016
Sparks Fly,https://www.lightspeedmagazine.com/fiction/sparks-fly/,Rich Larson,Mar. 2016
The Premature Burials,https://www.lightspeedmagazine.com/fiction/the-premature-burials/,Andy Duncan,Mar. 2016
Map of Seventeen,https://www.lightspeedmagazine.com/fiction/map-of-seventeen/,Christopher Barzak,Feb. 2016
Starfish,https://www.lightspeedmagazine.com/fiction/starfish/,Karin Tidbeck,Feb. 2016
"Not by Wardrobe, Tornado, or Looking Glass",https://www.lightspeedmagazine.com/fiction/not-by-wardrobe-tornado-or-looking-glass/,Jeremiah Tolbert,Feb. 2016
Monstrous Embrace,https://www.lightspeedmagazine.com/fiction/monstrous-embrace/,Rachel Swirsky,Feb. 2016
"Maiden, Hunter, Beast",https://www.lightspeedmagazine.com/fiction/maiden-hunter-beast/,Kat Howard,Jan. 2016
La Lune T’attend,https://www.lightspeedmagazine.com/fiction/la-lune-tattend/,Peter S. Beagle,Jan. 2016
Gorgonoids,https://www.lightspeedmagazine.com/fiction/gorgonoids/,Leena Krohn,Jan. 2016
The Savannah Liars Tour,https://www.lightspeedmagazine.com/fiction/the-savannah-liars-tour/,Will McIntosh,Jan. 2016
Ex Libris Noctis,https://www.lightspeedmagazine.com/fiction/ex-libris-noctis/,Jay Lake,Dec. 2015
Portfolio,https://www.lightspeedmagazine.com/fiction/portfolio/,Mark Rigney,Dec. 2015
The Queen’s Reason,https://www.lightspeedmagazine.com/fiction/the-queens-reason/,Richard Parks,Dec. 2015
Tea Time,https://www.lightspeedmagazine.com/fiction/tea-time/,Rachel Swirsky,Dec. 2015
Printable,https://www.lightspeedmagazine.com/fiction/printable/,Toh EnJoe,Nov. 2015
The Plausibility of Dragons,https://www.lightspeedmagazine.com/fiction/the-plausibility-of-dragons/,Kenneth Schneyer,Nov. 2015
When We Were Giants,https://www.lightspeedmagazine.com/fiction/when-we-were-giants/,Helena Bell,Nov. 2015
Tragic Business,https://www.lightspeedmagazine.com/fiction/tragic-business/,Emil Ostrovski,Oct. 2015
The Black Fairy’s Curse,https://www.lightspeedmagazine.com/fiction/the-black-fairys-curse/,Karen Joy Fowler,Nov. 2015
The Karen Joy Fowler Book Club,https://www.lightspeedmagazine.com/fiction/the-karen-joy-fowler-book-club/,Nike Sulway,Oct. 2015
The Invention of Separate People,https://www.lightspeedmagazine.com/fiction/the-invention-of-separate-people/,Kevin Brockmeier,Oct. 2015
The Fiddler of Bayou Teche,https://www.lightspeedmagazine.com/fiction/the-fiddler-of-bayou-teche/,Delia Sherman,Oct. 2015
Estella Saves the Village,https://www.lightspeedmagazine.com/fiction/estella-saves-the-village/,Theodora Goss,Sep. 2015
Werewolf Loves Mermaid,https://www.lightspeedmagazine.com/fiction/werewolf-loves-mermaid/,Heather Lindsley,Sep. 2015
The Ninth Seduction,https://www.lightspeedmagazine.com/fiction/the-ninth-seduction/,Sean McMullen,Sep. 2015
The Iron Hut,https://www.lightspeedmagazine.com/fiction/the-iron-hut/,Maurice Broaddus,Sep. 2015
Ghosts of Home,https://www.lightspeedmagazine.com/fiction/ghosts-of-home/,Sam J. Miller,Aug. 2015
Python,https://www.lightspeedmagazine.com/fiction/python-2/,Ursula Pflug,Aug. 2015
Given the Advantage of the Blade,https://www.lightspeedmagazine.com/fiction/given-the-advantage-of-the-blade/,Genevieve Valentine,Aug. 2015
Ana’s Tag,https://www.lightspeedmagazine.com/fiction/anas-tag/,William Alexander,Jul. 2015
To See Pedro Infante,https://www.lightspeedmagazine.com/fiction/to-see-pedro-infante/,Silvia Moreno-Garcia,Aug. 2015
Saltwater Railroad (Part 2),https://www.lightspeedmagazine.com/fiction/saltwater-railroad-part-two/,Andrea Hairston,Jul. 2015
Saltwater Railroad (Part 1),https://www.lightspeedmagazine.com/fiction/saltwater-railroad-part-one/,Andrea Hairston,Jul. 2015
Adventures in the Ghost Trade,https://www.lightspeedmagazine.com/fiction/adventures-in-the-ghost-trade/,Liz Williams,Jul. 2015
Breaking the Spell,https://www.lightspeedmagazine.com/fiction/breaking-the-spell/,Rochita Loenen-Ruiz,May 2015
The Blood of a Dragon,https://www.lightspeedmagazine.com/fiction/the-blood-of-a-dragon/,Matthew Hughes,May 2015
Mouth,https://www.lightspeedmagazine.com/fiction/mouth/,Helena Bell,May 2015
"Sun’s East, Moon’s West",https://www.lightspeedmagazine.com/fiction/suns-east-moons-west/,Merrie Haskell,May 2015
The Ministry of the Eye,https://www.lightspeedmagazine.com/fiction/the-ministry-of-the-eye/,Dale Bailey,Apr. 2015
The Ussuri Bear,https://www.lightspeedmagazine.com/fiction/the-ussuri-bear/,Ken Liu,Apr. 2015
We’ll Be Together Forever,https://www.lightspeedmagazine.com/fiction/well-be-together-forever/,Violet Allen,Apr. 2015
The Good Son,https://www.lightspeedmagazine.com/fiction/the-good-son/,Naomi Kritzer,Mar. 2015
A Wolf in Iceland Is the Child of a Lie,https://www.lightspeedmagazine.com/fiction/a-wolf-in-iceland-is-the-child-of-a-lie/,Sonya Taaffe,Apr. 2015
Documentary,https://www.lightspeedmagazine.com/fiction/documentary/,Vajra Chandrasekera,Mar. 2015
A Face of Black Iron,https://www.lightspeedmagazine.com/fiction/a-face-of-black-iron/,Matthew Hughes,Mar. 2015
The Way Home,https://www.lightspeedmagazine.com/fiction/the-way-home/,Linda Nagata,Mar. 2015
Cerile and the Journeyer,https://www.lightspeedmagazine.com/fiction/cerile-journeyer/,Adam-Troy Castro,Feb. 2015
Things You Can Buy for a Penny,https://www.lightspeedmagazine.com/fiction/things-can-buy-penny/,Will Kaufman,Feb. 2015
And the Winners Will Be Swept Out to Sea,https://www.lightspeedmagazine.com/fiction/winners-will-swept-sea/,Maria Dahvana Headley,Feb. 2015
The Girl Who Ate Butterflies,https://www.lightspeedmagazine.com/fiction/girl-ate-butterflies/,M. Rickert,Feb. 2015
"Maiden, Mother, Crone",https://www.lightspeedmagazine.com/fiction/maiden-mother-crone/,Ann Leckie,Jan. 2015
The Archon,https://www.lightspeedmagazine.com/fiction/archon/,Matthew Hughes,Jan. 2015
The Lonely Heart,https://www.lightspeedmagazine.com/fiction/lonely-heart/,Aliette de Bodard,Jan. 2015
Headwater LLC,https://www.lightspeedmagazine.com/fiction/headwater-llc/,Sequoia Nagamatsu,Jan. 2015
"A Lie You Give, and Thus I Take",https://www.lightspeedmagazine.com/fiction/lie-give-thus-take/,Damien Angelica Walters,Dec. 2014
Soul Case,https://www.lightspeedmagazine.com/fiction/soul-case/,Nalo Hopkinson,Dec. 2014
The Drawstring Detective,https://www.lightspeedmagazine.com/fiction/drawstring-detective/,Nik Houser,Dec. 2014
The Faerie Cony-Catcher,https://www.lightspeedmagazine.com/fiction/faerie-cony-catcher/,Delia Sherman,Dec. 2014
Solstice,https://www.lightspeedmagazine.com/fiction/solstice/,Jennifer Stevenson,Nov. 2014
Enter Saunterance,https://www.lightspeedmagazine.com/fiction/enter-saunterance/,Matthew Hughes,Nov. 2014
The Grass Princess,https://www.lightspeedmagazine.com/fiction/grass-princess/,Gwyneth Jones,Aug. 2014
A Meaningful Exchange,https://www.lightspeedmagazine.com/fiction/meaningful-exchange/,Kat Howard,Aug. 2014
The Djinn Who Sought To Kill The Sun,https://www.lightspeedmagazine.com/fiction/djinn-sought-kill-sun/,Tahmeed Shafiq,Aug. 2014
De La Tierra,https://www.lightspeedmagazine.com/fiction/de-la-tierra/,Emma Bull,Jul. 2014
State Change,https://www.lightspeedmagazine.com/fiction/state-change/,Ken Liu,Aug. 2014
A Hole in the World,https://www.lightspeedmagazine.com/fiction/hole-world/,Matthew Hughes,Jul. 2014
Help Me Follow My Sister into the Land of the Dead,https://www.lightspeedmagazine.com/fiction/help-follow-sister-land-dead/,Carmen Maria Machado,Jul. 2014
Cimmeria: From the Journal of Imaginary Anthropology,https://www.lightspeedmagazine.com/fiction/cimmeria-journal-imaginary-anthropology/,Theodora Goss,Jul. 2014
The Ba of Phalloon,https://www.lightspeedmagazine.com/fiction/the-ba-of-phalloon/,Matthew Hughes,May 2014
Willful Weapon,https://www.lightspeedmagazine.com/fiction/willful-weapon/,Fred Van Lente,May 2014
A Flock of Grief,https://www.lightspeedmagazine.com/fiction/flock-grief/,Kat Howard,Nov. 2014
The Quality of Descent,https://www.lightspeedmagazine.com/fiction/quality-descent/,Megan Kurashige,Oct. 2014
Sah-Harah,https://www.lightspeedmagazine.com/fiction/sah-harah/,Gheorghe Săsărman,Nov. 2014
The Biography of a Bouncing Boy Terror!,https://www.lightspeedmagazine.com/fiction/biography-bouncing-boy-terror/,Ysabeau S. Wilce,Oct. 2014
The Herd,https://www.lightspeedmagazine.com/fiction/herd/,Steve Hockensmith,Oct. 2014
Water Off a Black Dog’s Back,https://www.lightspeedmagazine.com/fiction/water-black-dogs-back/,Kelly Link,Oct. 2014
Under the Scab,https://www.lightspeedmagazine.com/fiction/scab/,Matthew Hughes,Sep. 2014
Eternal Horizon,https://www.lightspeedmagazine.com/fiction/eternal-horizon-2/,Rhys Hughes,Sep. 2014
No Lonely Seafarer,https://www.lightspeedmagazine.com/fiction/lonely-seafarer/,Sarah Pinsker,Sep. 2014
Prayers of Forges and Furnaces,https://www.lightspeedmagazine.com/fiction/prayers-forges-furnaces/,Aliette de Bodard,Sep. 2014
None Owns the Air,https://www.lightspeedmagazine.com/fiction/none-owns-the-air/,Ken Liu,Feb. 2014
So Sharp That Blood Must Flow,https://www.lightspeedmagazine.com/fiction/so-sharp-that-blood-must-flow/,Sunny Moraine,Feb. 2014
Love in Another Language,https://www.lightspeedmagazine.com/fiction/love-in-another-language/,Eugene Mirabelli,Feb. 2014
Detours on the Way to Nothing,https://www.lightspeedmagazine.com/fiction/detours-on-the-way-to-nothing/,Rachel Swirsky,Feb. 2014
Elementals,https://www.lightspeedmagazine.com/fiction/elementals/,Ursula K. Le Guin,Jan. 2014
"His Elbow, Unkissed",https://www.lightspeedmagazine.com/fiction/his-elbow-unkissed/,Matthew Hughes,Jan. 2014
The Thing About Shapes to Come,https://www.lightspeedmagazine.com/fiction/the-thing-about-shapes-to-come/,Adam-Troy Castro,Jan. 2014
Apotheosis,https://www.lightspeedmagazine.com/fiction/apotheosis/,Rosamund Hodge,Jan. 2014
The Foster Child,https://www.lightspeedmagazine.com/fiction/the-foster-child/,William Browning Spencer,Dec. 2013
The Correspondence Between the Governess and the Attic,https://www.lightspeedmagazine.com/fiction/the-correspondence-between-the-governess-and-the-attic/,Siobhan Carroll,Dec. 2013
The Day the World Turned Upside Down,https://www.lightspeedmagazine.com/fiction/the-day-the-world-turned-upside-down/,Thomas Olde Heuvelt,Apr. 2014
Second Hand,https://www.lightspeedmagazine.com/fiction/second-hand/,Rajan Khanna,May 2014
"Burning Beard: The Dreams and Visions of Joseph ben Jacob, Lord Viceroy of Egypt",https://www.lightspeedmagazine.com/fiction/burning-beard-the-dreams-and-visions-of-joseph-ben-jacob-lord-viceroy-of-egypt/,Rachel Pollack,May 2014
The Only Death in the City,https://www.lightspeedmagazine.com/fiction/the-only-death-in-the-city/,C. J. Cherryh,Apr. 2014
Alsiso,https://www.lightspeedmagazine.com/fiction/alsiso/,K.J. Bishop,Apr. 2014
"Observations About Eggs from the Man Sitting Next to Me on a Flight from Chicago, Illinois to Cedar Rapids, Iowa",https://www.lightspeedmagazine.com/fiction/observations-about-eggs-from-the-man-sitting-next-to-me-on-a-flight-from-chicago-illinois-to-cedar-rapids-iowa/,Carmen Maria Machado,Apr. 2014
The Armies of Elfland,https://www.lightspeedmagazine.com/fiction/the-armies-of-elfland/,Eileen Gunn,Mar. 2014
Phalloon the Illimitable,https://www.lightspeedmagazine.com/fiction/phalloon-the-illimitable/,Matthew Hughes,Mar. 2014
A Drink for Teddy Ford,https://www.lightspeedmagazine.com/fiction/a-drink-for-teddy-ford/,Robert Jackson Bennett,Mar. 2014
And Then Some,https://www.lightspeedmagazine.com/fiction/and-then-some/,Matthew Hughes,Sep. 2013
A Different Fate,https://www.lightspeedmagazine.com/fiction/a-different-fate/,Kat Howard,Mar. 2014
Bellweather,https://www.lightspeedmagazine.com/fiction/bellweather/,Marc Laidlaw,Sep. 2013
Homecoming,https://www.lightspeedmagazine.com/fiction/homecoming/,Seanan McGuire,Sep. 2013
Brisneyland by Night,https://www.lightspeedmagazine.com/fiction/brisneyland-by-night/,Angela Slatter,Aug. 2013
Suzanne Delage,https://www.lightspeedmagazine.com/fiction/suzanne-delage/,Gene Wolfe,Sep. 2013
Breathless in the Deep,https://www.lightspeedmagazine.com/fiction/breathless-in-the-deep/,Cory Skerry,Aug. 2013
Catamounts,https://www.lightspeedmagazine.com/fiction/catamounts/,Marc Laidlaw,Aug. 2013
The Litigation Master and the Monkey King,https://www.lightspeedmagazine.com/fiction/the-litigation-master-and-the-monkey-king/,Ken Liu,Aug. 2013
Ushakiran,https://www.lightspeedmagazine.com/fiction/ushakiran/,Laura Friis,July 2013
The Stars Below,https://www.lightspeedmagazine.com/fiction/the-stars-below/,Ursula K. Le Guin,July 2013
Yard Sale,https://www.lightspeedmagazine.com/fiction/yard-sale/,Kit Reed,Dec. 2013
Miss Nobody Never Was,https://www.lightspeedmagazine.com/fiction/miss-nobody-never-was/,James Patrick Kelly,Dec. 2013
Sleeper,https://www.lightspeedmagazine.com/fiction/sleeper/,Matthew Hughes,Nov. 2013
Tonight We Fly,https://www.lightspeedmagazine.com/fiction/tonight-we-fly/,Ian McDonald,Nov. 2013
The Insect and the Astronomer: A Love Story,https://www.lightspeedmagazine.com/fiction/the-insect-and-the-astronomer-a-love-story/,Kelly Barnhill,Nov. 2013
An Invocation of Incuriosity,https://www.lightspeedmagazine.com/fiction/an-invocation-of-incuriosity/,Neil Gaiman,Oct. 2013
Bit-U-Men,https://www.lightspeedmagazine.com/fiction/bit-u-men/,Maria Dahvana Headley,Nov. 2013
The Master Conjurer,https://www.lightspeedmagazine.com/fiction/the-master-conjurer/,Charlie Jane Anders,Oct. 2013
Augusta Prima,https://www.lightspeedmagazine.com/fiction/augusta-prima/,Karin Tidbeck,Oct. 2013
The Five Deaths of Marvin Dimitri,https://www.lightspeedmagazine.com/fiction/the-five-deaths-of-marvin-dimitri/,Dylan Otto Krider,Oct. 2013
The Boy and the Box,https://www.lightspeedmagazine.com/fiction/the-boy-and-the-box/,Adam-Troy Castro,July 2013
Golden Apple,https://www.lightspeedmagazine.com/fiction/golden-apple/,Sophia McDougall,July 2013
Game of Chance,https://www.lightspeedmagazine.com/fiction/game-of-chance/,Carrie Vaughn,June 2013
The Huntsman,https://www.lightspeedmagazine.com/fiction/the-huntsman/,Megan Arkenberg,June 2013
Paranormal Romance,https://www.lightspeedmagazine.com/fiction/paranormal-romance/,Christopher Barzak,June 2013
Princess Lucinda and the Hound of the Moon,https://www.lightspeedmagazine.com/fiction/princess-lucinda-and-the-hound-of-the-moon/,Theodora Goss,June 2013
Leaving the Dead,https://www.lightspeedmagazine.com/fiction/leaving-the-dead/,Dennis Danvers,May 2013
"Always, They Whisper",https://www.lightspeedmagazine.com/fiction/always-they-whisper/,Damien Angelica Walters,May 2013
The Aarne-Thompson Classification Revue,https://www.lightspeedmagazine.com/fiction/the-aarne-thompson-classification-revue/,Holly Black,May 2013
The Missing Metatarsals,https://www.lightspeedmagazine.com/fiction/the-missing-metatarsals/,Sean Williams,May 2013
The Man Who Carved Skulls,https://www.lightspeedmagazine.com/fiction/the-man-who-carved-skulls/,Richard Parks,May 2013
Dinner in Audoghast,https://www.lightspeedmagazine.com/fiction/dinner-in-audoghast/,Bruce Sterling,Apr. 2013
Schwartz Between the Galaxies,https://www.lightspeedmagazine.com/fiction/schwartz-between-the-galaxies/,Robert Silverberg,Apr. 2013
A Fine Show on the Abyssal Plain,https://www.lightspeedmagazine.com/fiction/a-fine-show-on-the-abyssal-plain/,Karin Tidbeck,Apr. 2013
The Visited,https://www.lightspeedmagazine.com/fiction/the-visited/,Anaea Lay,Apr. 2013
Smoke City,https://www.lightspeedmagazine.com/fiction/smoke-city/,Christopher Barzak,Apr. 2013
The Dream Detective,https://www.lightspeedmagazine.com/fiction/the-dream-detective/,Lisa Tuttle,Mar. 2013
Ash Minette,https://www.lightspeedmagazine.com/fiction/ash-minette/,Felicity Savage,Mar. 2013
Lily Red,https://www.lightspeedmagazine.com/fiction/lily-red/,Karen Joy Fowler,Mar. 2013
The Bolt Tightener,https://www.lightspeedmagazine.com/fiction/the-bolt-tightener/,Sarena Ulibarri,Mar. 2013
The Herons of Mer de l’Ouest,https://www.lightspeedmagazine.com/fiction/the-herons-of-mer-de-louest/,M. Bennardo,Feb. 2013
Exogamy,https://www.lightspeedmagazine.com/fiction/exogamy/,John Crowley,Feb. 2013
Purity Test,https://www.lightspeedmagazine.com/fiction/purity-test/,Kristine Kathryn Rusch,Jan. 2013
Abyssus Abyssum Invocat,https://www.lightspeedmagazine.com/fiction/abyssus-abyssum-invocat/,Genevieve Valentine,Feb. 2013
Prolegomenon to the Adventures of Chílde Phoenix,https://www.lightspeedmagazine.com/fiction/prolegomenon-to-the-adventures-of-childe-phoenix/,Marly Youmans,Feb. 2013
Daltharee,https://www.lightspeedmagazine.com/fiction/daltharee/,Jeffrey Ford,Jan. 2013
"With Tales in Their Teeth, From the Mountain They Came",https://www.lightspeedmagazine.com/fiction/with-tales-in-their-teeth-from-the-mountain-they-came/,A.C. Wise,Jan. 2013
The Cambist and Lord Iron: A Fairy Tale of Economics,https://www.lightspeedmagazine.com/fiction/the-cambist-and-lord-iron-a-fairy-tale-of-economics/,Daniel Abraham,Jan. 2013
Family Teeth (Part 6): St. Polycarp’s Home For Happy Wanderers,https://www.lightspeedmagazine.com/fiction/family-teeth-part-6-st-polycarps-home-for-happy-wanderers/,Sarah Langan,Dec. 2012
Catskin,https://www.lightspeedmagazine.com/fiction/catskin/,Kelly Link,Dec. 2012
Family Teeth (Part 5): American Jackal,https://www.lightspeedmagazine.com/fiction/family-teeth-part-5-american-jackal/,JT Petty,Dec. 2012
Seven Smiles and Seven Frowns,https://www.lightspeedmagazine.com/fiction/seven-smiles-and-seven-frowns/,Richard Bowes,Nov. 2012
An Accounting,https://www.lightspeedmagazine.com/fiction/an-accounting/,Brian Evenson,Dec. 2012
A Princess of Spain,https://www.lightspeedmagazine.com/fiction/a-princess-of-spain/,Carrie Vaughn,Nov. 2012
La Alma Perdida de Marguerite Espinoza,https://www.lightspeedmagazine.com/fiction/la-alma-perdida-de-marguerite-espinoza/,Jeremiah Tolbert,Nov. 2012
As the Wheel Turns,https://www.lightspeedmagazine.com/fiction/as-the-wheel-turns/,Aliette de Bodard,Nov. 2012
The Suicide’s Guide to the Absinthe of Perdition,https://www.lightspeedmagazine.com/fiction/the-suicides-guide-to-the-absinthe-of-perdition/,Megan Arkenberg,Oct. 2012
Beyond the Reach of His Gods,https://www.lightspeedmagazine.com/fiction/beyond-the-reach-of-his-gods/,Brian Ruckley,Oct. 2012
The Black Bird,https://www.lightspeedmagazine.com/fiction/the-black-bird/,David Barr Kirtley,Oct. 2012
Spindles,https://www.lightspeedmagazine.com/fiction/spindles/,L.B. Gale,Oct. 2012
"Monster, Finder, Shifter",https://www.lightspeedmagazine.com/fiction/monster-finder-shifter/,Nina Kiriki Hoffman,Sep. 2012
The Seven Samovars,https://www.lightspeedmagazine.com/fiction/the-seven-samovars/,Peter Sursi,Sep. 2012
Heartless,https://www.lightspeedmagazine.com/fiction/heartless/,Holly Black,Sep. 2012
The Last Supper,https://www.lightspeedmagazine.com/fiction/the-last-supper/,Scott Edelman,Sep. 2012
Breaking the Frame,https://www.lightspeedmagazine.com/fiction/breaking-the-frame/,Kat Howard,Aug. 2012
Love Might Be Too Strong a Word,https://www.lightspeedmagazine.com/fiction/love-might-be-too-strong-a-word/,Charlie Jane Anders,Aug. 2012
Cotillion,https://www.lightspeedmagazine.com/fiction/cotillion/,Delia Sherman,Aug. 2012
A Moment Before It Struck,https://www.lightspeedmagazine.com/fiction/a-moment-before-it-struck/,Linda Nagata,Aug. 2012
The Necromancer in Love,https://www.lightspeedmagazine.com/fiction/the-necromancer-in-love/,Wil McCarthy,Aug. 2012
Give Her Honey When You Hear Her Scream,https://www.lightspeedmagazine.com/fiction/give-her-honey-when-you-hear-her-scream/,Maria Dahvana Headley,July 2012
"Gordon, the Self-made Cat",https://www.lightspeedmagazine.com/fiction/gordon-the-self-made-cat/,Peter S. Beagle,July 2012
Ghost River Red,https://www.lightspeedmagazine.com/fiction/ghost-river-red/,Aidan Doyle,July 2012
Singing of Mount Abora,https://www.lightspeedmagazine.com/fiction/singing-of-mount-abora/,Theodora Goss,July 2012
Lost,https://www.lightspeedmagazine.com/fiction/lost/,Seanan McGuire,June 2012
"My Teacher, My Enemy",https://www.lightspeedmagazine.com/fiction/my-teacher-my-enemy/,Kelsey Ann Barrett,June 2012
Cup and Table,https://www.lightspeedmagazine.com/fiction/cup-and-table/,Tim Pratt,June 2012
Renfrew’s Course,https://www.lightspeedmagazine.com/fiction/renfrews-course/,John Langan,June 2012
Mother of All Russiya,https://www.lightspeedmagazine.com/fiction/mother-of-all-russiya/,Melanie Rawn,May 2012
The Ruby Incomparable,https://www.lightspeedmagazine.com/fiction/the-ruby-incomparable/,Kage Baker,May 2012
A Hole to China,https://www.lightspeedmagazine.com/fiction/a-hole-to-china/,Catherynne M. Valente,May 2012
Domovoi,https://www.lightspeedmagazine.com/fiction/domovoi/,M.K. Hobson,Apr. 2012
The Children of Hamelin,https://www.lightspeedmagazine.com/fiction/the-children-of-hamelin/,Dale Bailey,May 2012
The Sympathy,https://www.lightspeedmagazine.com/fiction/the-sympathy/,Eric Gregory,Apr. 2012
The Steam Dancer (1896),https://www.lightspeedmagazine.com/fiction/the-steam-dancer-1896/,Caitlín R. Kiernan,Apr. 2012
Forget You,https://www.lightspeedmagazine.com/fiction/forget-you/,Marc Laidlaw,Apr. 2012
Halfway People,https://www.lightspeedmagazine.com/fiction/halfway-people/,Karen Joy Fowler,Mar. 2012
Beauty,https://www.lightspeedmagazine.com/fiction/beauty/,David Barr Kirtley,Mar. 2012
The Legend of XI Cygnus,https://www.lightspeedmagazine.com/fiction/the-legend-of-xi-cygnus/,Gene Wolfe,Mar. 2012
Alarms,https://www.lightspeedmagazine.com/fiction/alarms/,S. L. Gilbow,Mar. 2012
Not Our Brother,https://www.lightspeedmagazine.com/fiction/not-our-brother/,Robert Silverberg,Feb. 2012
